date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:15:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:12%20GMT	http://max-tysons-trendy-project.webflow.io/blog	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/blog.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:12%20GMT	http://max-tysons-trendy-project.webflow.io/post/15-best-blogs-to-follow-about-web-design	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/post/15-best-blogs-to-follow-about-web-design.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:12%20GMT	http://max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:13%20GMT	http://max-tysons-trendy-project.webflow.io/post/10-quick-tips-about-blogging	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/post/10-quick-tips-about-blogging.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:13%20GMT	http://max-tysons-trendy-project.webflow.io/work/project-2	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/work/project-2.html	(from http://max-tysons-trendy-project.webflow.io/projects)
20:15:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:13%20GMT	http://max-tysons-trendy-project.webflow.io/blog	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/blog.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:13%20GMT	http://max-tysons-trendy-project.webflow.io/work/project-3	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/work/project-3.html	(from http://max-tysons-trendy-project.webflow.io/projects)
20:15:15	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:13%20GMT	http://max-tysons-trendy-project.webflow.io/post/10-quick-tips-about-blogging	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/post/10-quick-tips-about-blogging.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:15	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:14%20GMT	http://max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:15	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:14%20GMT	http://max-tysons-trendy-project.webflow.io/post/15-best-blogs-to-follow-about-web-design	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/post/15-best-blogs-to-follow-about-web-design.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:15	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:14%20GMT	http://max-tysons-trendy-project.webflow.io/work/project-3	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/work/project-3.html	(from http://max-tysons-trendy-project.webflow.io/projects)
20:15:15	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:14%20GMT	http://max-tysons-trendy-project.webflow.io/work/project-2	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/work/project-2.html	(from http://max-tysons-trendy-project.webflow.io/projects)
