date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:52:57	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:52:55%20GMT	http://max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design	(from http://max-tysons-trendy-project.webflow.io/)
15:52:57	496827/496827	---M--	200	added ('OK')	image/png	etag:%22570da33390b626ca7c36f6b454eff5ca%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f266ba62480e16fb9e725b7_b4836297-7a66-4b2e-bf9f-b90cb3ecbe12_newrobot_hat.png	C:/My%20Web%20Sites/332/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f266ba62480e16fb9e725b7_b4836297-7a66-4b2e-bf9f-b90cb3ecbe12_newrobot_hat.png	(from http://max-tysons-trendy-project.webflow.io/)
15:52:58	88145/88145	---MCZ	200	added ('OK')	application/javascript	etag:W/%22220afd743d9e9643852e31a135a9f3ae%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js?site=5f265b390311fc930902d4f6	C:/My%20Web%20Sites/332/d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d5dc7.js	(from http://max-tysons-trendy-project.webflow.io/)
15:52:59	161885/161885	---M-Z	200	added ('OK')	text/javascript	etag:%2246743a7b4df754a2b20e91cf03c8fe97%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/js/webflow.f3347ef4d.js	C:/My%20Web%20Sites/332/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/js/webflow.f3347ef4d.js	(from http://max-tysons-trendy-project.webflow.io/)
15:52:59	3618/3618	---M--	200	added ('OK')	image/png	etag:%2216816fe6bf01abe1fec12aa0e42d17b0%22	https://d3e54v103j8qbb.cloudfront.net/img/example-bg.png	C:/My%20Web%20Sites/332/d3e54v103j8qbb.cloudfront.net/img/example-bg.png	(from https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/css/max-tysons-trendy-project.webflow.42809cc12.css)
15:53:01	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:52:58%20GMT	http://max-tysons-trendy-project.webflow.io/about	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/about.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:01	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:52:58%20GMT	http://max-tysons-trendy-project.webflow.io/projects	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/projects.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:01	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:52:58%20GMT	http://max-tysons-trendy-project.webflow.io/blog	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/blog.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:01	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:00%20GMT	http://max-tysons-trendy-project.webflow.io/contact	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/contact.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:01	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:00%20GMT	http://max-tysons-trendy-project.webflow.io/post/10-quick-tips-about-blogging	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/post/10-quick-tips-about-blogging.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:01	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:00%20GMT	http://max-tysons-trendy-project.webflow.io/post/15-best-blogs-to-follow-about-web-design	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/post/15-best-blogs-to-follow-about-web-design.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:02	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:01%20GMT	http://max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:02	265266/265266	---M--	200	added ('OK')	image/jpeg	etag:%2265529ea2d53e10927a3195dff875134a%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f27a5b39535998f1899f7ed_photovisi-download.jpg	C:/My%20Web%20Sites/332/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f27a5b39535998f1899f7ed_photovisi-download.jpg	(from https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/css/max-tysons-trendy-project.webflow.42809cc12.css)
15:53:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:01%20GMT	http://max-tysons-trendy-project.webflow.io/projects	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/projects.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:01%20GMT	http://max-tysons-trendy-project.webflow.io/about	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/about.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:01%20GMT	http://max-tysons-trendy-project.webflow.io/blog	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/blog.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:01%20GMT	http://max-tysons-trendy-project.webflow.io/contact	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/contact.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:03%20GMT	http://max-tysons-trendy-project.webflow.io/post/15-best-blogs-to-follow-about-web-design	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/post/15-best-blogs-to-follow-about-web-design.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:03%20GMT	http://max-tysons-trendy-project.webflow.io/post/10-quick-tips-about-blogging	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/post/10-quick-tips-about-blogging.html	(from http://max-tysons-trendy-project.webflow.io/)
15:53:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2003:53:03%20GMT	http://max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design	C:/My%20Web%20Sites/332/max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design.html	(from http://max-tysons-trendy-project.webflow.io/)
